;QtdAcoes;ano;cvm;empresa_descr
0;65.940.277  ;2015;22187;PETRORIO
0;5.172.939  ;2015;22217;ALPER S.A
0;88.735;2015;22349;AREZZO CO
0;76.423.831  ;2015;22357;SIERRABRASIL
0;265.806.905  ;2015;22365;ENAUTA PART
0;67.501;2015;22454;TIME FOR FUN
0;22.248.933  ;2015;22470;MAGAZ LUIZA
0;274.325.088  ;2015;22497;QUALICORP
0;7.261.021  ;2015;22500;BR PHARMA
0;78.506.215  ;2015;22519;TECHNOS
0;261.257.651  ;2015;22551;SOMOS EDUCA
0;143.347.224  ;2015;22594;STATKRAFT
0;2.756.103.006  ;2015;22616;BTGP BANCO
0;66.086.364  ;2015;22780;UNICASA
0;11.787.203  ;2015;22799;SINQIA
0;575.928.712  ;2015;22942;MGI PARTICIP
0;46.836999999999996;2015;23035;LINX
0;2.000.000.000  ;2015;23159;BBSEGURIDADE
0;61.266.737  ;2015;23175;IGUA SA
0;125.213.244  ;2015;23221;SER EDUCA
0;82.592.482  ;2015;23248;ANIMA
0;15.717.615  ;2015;23264;AMBEV SA
0;174.55700000000002;2015;23272;LOG COM PROP
0;87.163.450  ;2015;23280;OURO VERDE
0;547.945;2015;23302;QUALITY SOFT
0;134.330.243  ;2015;23310;CVC BRASIL
0;312.61;2015;23426;OMEGA GER
0;85.115.479  ;2015;23434;LIBRA T RIO
0;405.856.814  ;2015;23485;COSAN LOG
0;120.758.380  ;2015;23493;DOMMO
0;53.942.307  ;2015;23507;OUROFINO SA
0;84.482.793  ;2015;23574;IMC SA
0;159.907;2015;23590;WIZ S.A
0;50.001.948  ;2015;23710;BR HOME
0;129.996.569  ;2015;23817;BRQ
0;624.250.238  ;2015;23825;MOVIDA
0;19.417.644  ;2015;23965;CINESYSTEM
0;99.847.320  ;2015;24058;ALLIAR
0;166.72;2015;2429;CELUL IRANI
0;1.352.634.100  ;2015;2437;ELETROBRAS
0;1.258.842  ;2015;2453;CEMIG
0;38.571;2015;2461;CELESC
0;88.320.000  ;2015;3069;FERBASA
0;10.000.000  ;2015;3077;CEDRO
0;7.68;2015;3115;SEG AL BAHIA
0;30.636;2015;3158;COTEMINAS
0;1.714.895  ;2015;3190;REDE ENERGIA
0;387.229.828  ;2015;3204;CEEE-GT
0;9.133.687  ;2015;3298;HABITASUL
0;145;2015;3395;IND CATAGUAS
0;6.405;2015;3654;MELHOR SP
0;1.719.658.728  ;2015;3980;GERDAU
0;1.387.524.047  ;2015;4030;SID NACIONAL
0;39.299;2015;4081;SANTANENSE
0;62.053999999999995;2015;4146;KARSTEN
0;5.244.316  ;2015;4170;VALE
0;21.924.020  ;2015;4537;GRAZZIOTIN
0;62.400.000  ;2015;4669;GUARARAPES
0;73.646.388  ;2015;4707;ALFA CONSORC
0;372.119;2015;4723;CONST A LIND
0;797.265.248  ;2015;4820;BRASKEM
0;23.153000000000002;2015;4863;COR RIBEIRO
0;60.516.228  ;2015;5207;DOHLER
0;330.386.000  ;2015;5258;RAIADROGASIL
0;2.480.260  ;2015;5312;MUNDIAL
0;1.614.353.076  ;2015;5410;WEG
0;179.0;2015;5762;ETERNIT
0;92.619;2015;5770;EUCATEX
0;40.448.248  ;2015;6173;FORJA TAURUS
0;124.97399999999999;2015;6211;FRAS-LE
0;144.178;2015;6343;TUPY
0;1.290.886  ;2015;6505;VIAVAREJO
0;18.372;2015;6700;HOTEIS OTHON
0;12.504.967  ;2015;6815;IGB SA
0;68.757.647  ;2015;7510;INDS ROMI
0;42.582;2015;7544;TEX RENAUX
0;149.26;2015;7595;INEPAR
0;6.758.799  ;2015;7617;ITAUSA
0;315.928.258  ;2015;7811;JOAO FORTES
0;26.311999999999998;2015;7870;KEPLER WEBER
0;112.211.173  ;2015;80020;GP INVEST
0;71.14399999999999;2015;80047;WILSON SONS
0;719.264.737  ;2015;80063;PATAGONIA
0;761.373.679  ;2015;80152;PPLA
0;1.200.491.863  ;2015;8087;LOJAS AMERIC
0;640.0409999999999;2015;8133;LOJAS RENNER
0;3.464;2015;8192;TREVISA
0;17.349.638  ;2015;8397;MANGELS INDL
0;16.167;2015;8427;ESTRELA
0;896.900.084  ;2015;8451;MARCOPOLO
0;128.308.500  ;2015;8575;METAL LEVE
0;912.681.538  ;2015;8656;GERDAU MET
0;963.939;2015;8672;JEREISSATI
0;9.137.263  ;2015;8753;METISA
0;12.251;2015;8893;MONT ARANHA
0;13.579;2015;9040;NADIR FIGUEI
0;168.69799999999998;2015;9067;SUZANO HOLD
0;5.048.729  ;2015;906;BRADESCO
0;4.565.575  ;2015;9342;DIMED
0;319.176.942  ;2015;9393;PARANAPANEMA
0;5.1770000000000005;2015;9415;SPTURIS
0;16.51;2015;94;PANATLANTICA
0;13.044.497  ;2015;9512;PETROBRAS
0;1.353.833  ;2015;9989;PET MANGUINH
0;2.865.417.020  ;2016;1023;BRASIL
0;470.45;2016;10456;ALPARGATAS
0;26.701999999999998;2016;10472;SARAIVA LIVR
0;2.431;2016;10880;SONDOTECNICA
0;2.529.419  ;2016;10960;SPRINGER
0;36.414.670  ;2016;11070;WLM IND COM
0;6.62;2016;11207;TECNOSOLO
0;503;2016;11223;TEKA
0;2.948;2016;11231;TEKNO
0;11.844.270  ;2016;11258;TELEBRAS
0;825.7610000000001;2016;11312;OI
0;23.214.998  ;2016;11398;CRISTAL
0;315.91200000000003;2016;1155;BANESTES
0;83.55;2016;11592;UNIPAR
0;185.23;2016;11762;VULCABRAS
0;94.863;2016;11932;IOCHP-MAXION
0;27.000.000  ;2016;11975;AZEVEDO
0;2.0580000000000003;2016;11991;WETZEL SA
0;408.974;2016;1210;BANRISUL
0;54.065;2016;12190;BOMBRIL
0;1.114.954  ;2016;12319;J B DUARTE
0;11.199000000000002;2016;12530;ITAUTEC
0;38.109;2016;12572;RECRUSUL
0;4.733.181.140  ;2016;12653;KLABIN SA
0;192.91;2016;12696;SANSUY
0;18.595;2016;12823;ALIPERTI
0;46.1;2016;1325;MERC BRASIL
0;10.582;2016;13285;JOSAPAR
0;11.900.000  ;2016;13366;HAGA SA
0;4.97;2016;13471;PLASCAR PART
0;7.1;2016;13765;MINUPAR
0;158.489;2016;13773;PORTOBELLO
0;57.736999999999995;2016;13781;SAO CARLOS
0;88.930.584  ;2016;1384;ALFA INVEST
0;1.107.739  ;2016;13986;SUZANO S.A
0;345.776;2016;14109;RANDON PART
0;5.287000000000001;2016;14133;TECTOY
0;36.304;2016;14206;BRB BANCO
0;273.655.375  ;2016;14311;COPEL
0;1.253.079.108  ;2016;14320;USIMINAS
0;1.502.786  ;2016;14346;WHIRLPOOL
0;14.416.383  ;2016;14451;CEB
0;399.74300000000005;2016;14460;CYRELA REALT
0;63.816.925  ;2016;14664;SCHULZ
0;161.22799999999998;2016;14761;CIA HERING
0;266.07599999999996;2016;14826;P.ACUCAR-CBD
0;275.514;2016;15091;LITEL
0;1.600.000  ;2016;1520;BARDELLA
0;1.729.827  ;2016;15253;ENERGISA
0;15.359000000000002;2016;15458;BATTISTELLA
0;779.59;2016;15539;NEOENERGIA
0;9.800.000  ;2016;1562;BAUMER
0;378.066;2016;16101;GAFISA
0;812.473.246  ;2016;16292;BRF SA
0;17.153.337  ;2016;16306;ROSSI RESID
0;1.9;2016;16497;ENCORPAR
0;5.882.782  ;2016;16632;GPC PART
0;323.293;2016;16659;PORTO SEGURO
0;454.75;2016;1694;BIC MONARK
0;36.946999999999996;2016;16993;EMAE
0;652.742.192  ;2016;17329;ENGIE BRASIL
0;1.339.015.898  ;2016;17450;RUMO S.A
0;143.243;2016;17493;CAPITALPART
0;50.612.981  ;2016;17558;SELECTPART
0;2.421.032.479  ;2016;17639;TIM PART SA
0;1.690.985  ;2016;17671;TELEF BRASIL
0;666.086;2016;17892;SANTOS BRP
0;6.4879999999999995;2016;17914;MMX MINER
0;1.626.069.778  ;2016;17973;KROTON
0;41.648999999999994;2016;18287;CIBRASEC
0;94.43299999999999;2016;18368;GER PARANAP
0;164.720.826  ;2016;18376;TRAN PAULIST
0;16.344;2016;18414;IDEIASNET
0;556.405.096  ;2016;18465;ULTRAPAR
0;1.017.914.746  ;2016;18660;CPFL ENERGIA
0;12.85;2016;18708;PAR AL BAHIA
0;349.548;2016;18724;BRADESPAR
0;429.171.372  ;2016;18775;INVEPAR
0;1.765.587.200  ;2016;18821;CCR SA
0;205.492.020  ;2016;18953;CPFL GERACAO
0;1.967.385  ;2016;18970;AES TIETE E
0;1.292.376.890  ;2016;19062;AGPART
0;4.185.596  ;2016;19100;LIQ
0;30.826999999999998;2016;19305;BIOMM
0;176.0;2016;19330;TRIUNFO PART
0;6.582.307  ;2016;19348;ITAUUNIBANCO
0;111.050.752  ;2016;19437;AGCONCESSOES
0;126.39399999999999;2016;19445;COPASA
0;558.6990000000001;2016;19453;ECORODOVIAS
0;431.23900000000003;2016;19550;NATURA
0;5.238.421.108  ;2016;19569;GOL
0;300.72;2016;19615;GRENDENE
0;310.889.283  ;2016;19623;DASA
0;11.942;2016;19658;POMIFRUTAS
0;211.793;2016;19739;LOCALIZA
0;606.85;2016;19763;ENERGIAS BR
0;407.294.353  ;2016;19836;COSAN
0;611.514;2016;19909;BR MALLS PAR
0;298.228;2016;19925;BR PROPERT
0;165.637.727  ;2016;19992;TOTVS
0;198.675.967  ;2016;20010;EQUATORIAL
0;64.75;2016;20028;VALID
0;9.393.834  ;2016;20060;LUPATECH
0;740.465;2016;20087;EMBRAER
0;531.294.792  ;2016;20125;ODONTOPREV
0;17.012.293  ;2016;20184;CCX CARVAO
0;1.033.497  ;2016;20257;TAESA
0;2.896.785  ;2016;20320;CEMIG GT
0;113.000.000  ;2016;20338;M.DIASBRANCO
0;64.83800000000001;2016;20346;PROFARMA
0;17.914;2016;20354;TERRA SANTA
0;87.8;2016;20362;POSITIVO TEC
0;124.73100000000001;2016;20370;LOPES BRASIL
0;273.5;2016;20435;TECNISA
0;43.77;2016;20451;RNI
0;49.192;2016;20478;PDG REALT
0;176.611.578  ;2016;20494;IGUATEMI
0;225.000.000  ;2016;20524;EVEN
0;7.511.511  ;2016;20532;SANTANDER BR
0;503.351.271  ;2016;20540;CPFL RENOVAV
0;121.172.024  ;2016;20567;PINE
0;2.856.857.505  ;2016;20575;JBS
0;525.000.000  ;2016;20605;JHSF PART
0;61.601000000000006;2016;20613;METALFRIO
0;48.443.062  ;2016;20630;CR2
0;4.298;2016;20702;VIVER
0;18.342;2016;20710;LOG-IN
0;98.897.500  ;2016;20745;SLC AGRICOLA
0;165.001.783  ;2016;20770;EZTEC
0;521.300.754  ;2016;20788;MARFRIG
0;66.002.915  ;2016;20800;TEGMA
0;325.882;2016;20877;HELBOR
0;152.527.251  ;2016;20885;INDUSVAL
0;444.139;2016;20915;MRV
0;239.844.659  ;2016;20931;MINERVA
0;182.224.529  ;2016;20958;ABC BRASIL
0;50.0;2016;20966;SPRINGS
0;189.997.214  ;2016;20982;MULTIPLAN
0;342.463.558  ;2016;20990;B2W DIGITAL
0;76.000.000  ;2016;21008;GENERALSHOPP
0;3.855;2016;2100;CAMBUCI
0;308.398.360  ;2016;21016;ESTACIO PART
0;345;2016;21032;ALGAR TELEC
0;119.664;2016;21040;CYRE COM-CCP
0;691.785;2016;21091;DURATEX
0;1.022.205.493  ;2016;21121;SUL AMERICA
0;73.059;2016;21130;TRISUL
0;54.0;2016;21148;TENDA
0;21.831999999999997;2016;21156;J.MACEDO
0;192.84;2016;21180;BR BROKERS
0;929.040.163  ;2016;21199;BANCO PAN
0;239.128;2016;21237;ENEVA
0;202.735.921  ;2016;21300;ALIANSCE
0;127.944;2016;21334;NUTRIPLANT
0;3.148.038  ;2016;21342;OSX BRASIL
0;146.315.104  ;2016;21350;DIRECIONAL
0;32.774;2016;21393;CELGPAR
0;632.238.060  ;2016;21431;HYPERA
0;349.86300000000006;2016;21440;LE LIS BLANC
0;750.886.270  ;2016;21490;ALUPAR
0;54.54;2016;21555;UNIDAS
0;1.815.000.000  ;2016;21610;B3
0;360.815.313  ;2016;21636;RENOVA
0;44.115;2016;21717;TARPON INV
0;30.250.395  ;2016;21725;ADVANCED-DH
0;2.259.768.045  ;2016;21733;CIELO
0;157.115.125  ;2016;21881;FLEURY
0;696.715;2016;21903;ECON
0;202.500.000  ;2016;22020;JSL
0;204.08599999999998;2016;22055;LOJAS MARISA
0;13.190.748  ;2016;22187;PETRORIO
0;7.657.970  ;2016;22217;ALPER S.A
0;88.836;2016;22349;AREZZO CO
0;76.423.831  ;2016;22357;SIERRABRASIL
0;265.806.905  ;2016;22365;ENAUTA PART
0;67.501;2016;22454;TIME FOR FUN
0;21.623.933  ;2016;22470;MAGAZ LUIZA
0;278.794.088  ;2016;22497;QUALICORP
0;113.081.127  ;2016;22500;BR PHARMA
0;78.506.215  ;2016;22519;TECHNOS
0;261.257.651  ;2016;22551;SOMOS EDUCA
0;143.347.224  ;2016;22594;STATKRAFT
0;3.417.618.875  ;2016;22616;BTGP BANCO
0;66.086.364  ;2016;22780;UNICASA
0;11.787.203  ;2016;22799;SINQIA
0;574.438.888  ;2016;22942;MGI PARTICIP
0;165.609.951  ;2016;23035;LINX
0;2.000.000.000  ;2016;23159;BBSEGURIDADE
0;61.266.737  ;2016;23175;IGUA SA
0;125.213.244  ;2016;23221;SER EDUCA
0;80.944.571  ;2016;23248;ANIMA
0;15.717.615  ;2016;23264;AMBEV SA
0;203.40200000000002;2016;23272;LOG COM PROP
0;87.163.450  ;2016;23280;OURO VERDE
0;690.18;2016;23302;QUALITY SOFT
0;134.330.243  ;2016;23310;CVC BRASIL
0;312.61;2016;23426;OMEGA GER
0;85.115.479  ;2016;23434;LIBRA T RIO
0;366.490.593  ;2016;23485;COSAN LOG
0;133.272.201  ;2016;23493;DOMMO
0;53.949.006  ;2016;23507;OUROFINO SA
0;166.531.600  ;2016;23574;IMC SA
0;159.907.282  ;2016;23590;WIZ S.A
0;52.508.296  ;2016;23710;BR HOME
0;129.996.569  ;2016;23817;BRQ
0;715.629.238  ;2016;23825;MOVIDA
0;19.417.644  ;2016;23965;CINESYSTEM
0;114.898.767  ;2016;24058;ALLIAR
0;3.634;2016;24090;IHPARDINI
0;1.183.536.284  ;2016;24112;AZUL
0;1.775.076.589  ;2016;24171;CARREFOUR BR
0;310.698.901  ;2016;24180;IRBBRASIL RE
0;297.498.383  ;2016;24201;STARA
0;93.077.010  ;2016;24236;PRINER
0;14.61;2016;24260;SMART FIT
0;1.165.000  ;2016;24295;PETROBRAS BR
0;166.72;2016;2429;CELUL IRANI
0;135.380.600  ;2016;24317;BK BRASIL
0;3.141;2016;24350;FLEX SA
0;1.352.634.100  ;2016;2437;ELETROBRAS
0;1.258.842  ;2016;2453;CEMIG
0;38.571;2016;2461;CELESC
0;88.320.000  ;2016;3069;FERBASA
0;10.000.000  ;2016;3077;CEDRO
0;7.68;2016;3115;SEG AL BAHIA
0;30.636;2016;3158;COTEMINAS
0;2.057.875  ;2016;3190;REDE ENERGIA
0;9.680.746  ;2016;3204;CEEE-GT
0;9.133.687  ;2016;3298;HABITASUL
0;145;2016;3395;IND CATAGUAS
0;6.405;2016;3654;MELHOR SP
0;1.719.658.728  ;2016;3980;GERDAU
0;1.387.524.047  ;2016;4030;SID NACIONAL
0;39.299;2016;4081;SANTANENSE
0;6.205;2016;4146;KARSTEN
0;5.244.316  ;2016;4170;VALE
0;22.038.874  ;2016;4537;GRAZZIOTIN
0;62.400.000  ;2016;4669;GUARARAPES
0;73.646.388  ;2016;4707;ALFA CONSORC
0;372.119;2016;4723;CONST A LIND
0;797.257.604  ;2016;4820;BRASKEM
0;23.153000000000002;2016;4863;COR RIBEIRO
0;60.516.228  ;2016;5207;DOHLER
0;330.386.000  ;2016;5258;RAIADROGASIL
0;2.480.260  ;2016;5312;MUNDIAL
0;1.614.353.076  ;2016;5410;WEG
0;179.0;2016;5762;ETERNIT
0;92.619;2016;5770;EUCATEX
0;58.278.569  ;2016;6173;FORJA TAURUS
0;217.56599999999997;2016;6211;FRAS-LE
0;144.178;2016;6343;TUPY
0;1.291.093  ;2016;6505;VIAVAREJO
0;18.372;2016;6700;HOTEIS OTHON
0;12.504.967  ;2016;6815;IGB SA
0;62.857.647  ;2016;7510;INDS ROMI
0;4.2589999999999995;2016;7544;TEX RENAUX
0;149.26;2016;7595;INEPAR
0;7.430.108  ;2016;7617;ITAUSA
0;315.928.258  ;2016;7811;JOAO FORTES
0;26.311999999999998;2016;7870;KEPLER WEBER
0;109.089.896  ;2016;80020;GP INVEST
0;71.14399999999999;2016;80047;WILSON SONS
0;719.145.237  ;2016;80063;PATAGONIA
0;89.746.080  ;2016;80179;BIOTOSCANA
0;1.428.033.524  ;2016;8087;LOJAS AMERIC
0;643.5509999999999;2016;8133;LOJAS RENNER
0;3.464;2016;8192;TREVISA
0;5.783.212  ;2016;8397;MANGELS INDL
0;16.167;2016;8427;ESTRELA
0;925.196.009  ;2016;8451;MARCOPOLO
0;128.308.500  ;2016;8575;METAL LEVE
0;963.872.707  ;2016;8656;GERDAU MET
0;94.065;2016;8672;JEREISSATI
0;9.137.263  ;2016;8753;METISA
0;12.251;2016;8893;MONT ARANHA
0;13.579;2016;9040;NADIR FIGUEI
0;172.92700000000002;2016;9067;SUZANO HOLD
0;5.553.601  ;2016;906;BRADESCO
0;4.559.313  ;2016;9342;DIMED
0;319.176.942  ;2016;9393;PARANAPANEMA
0;17.451;2016;94;PANATLANTICA
0;13.044.497  ;2016;9512;PETROBRAS
0;67.692;2016;9989;PET MANGUINH
0;2.865.417.020  ;2017;1023;BRASIL
0;470.45;2017;10456;ALPARGATAS
0;26.701999999999998;2017;10472;SARAIVA LIVR
0;2.431;2017;10880;SONDOTECNICA
0;2.529.419  ;2017;10960;SPRINGER
0;36.414.670  ;2017;11070;WLM IND COM
0;6.62;2017;11207;TECNOSOLO
0;503;2017;11223;TEKA
0;2.948;2017;11231;TEKNO
0;825.7610000000001;2017;11312;OI
0;315.91200000000003;2017;1155;BANESTES
0;83.55;2017;11592;UNIPAR
0;245.75599999999997;2017;11762;VULCABRAS
0;140.328;2017;11932;IOCHP-MAXION
0;27.000.000  ;2017;11975;AZEVEDO
0;2.0580000000000003;2017;11991;WETZEL SA
0;408.974;2017;1210;BANRISUL
0;54.065;2017;12190;BOMBRIL
0;4.069.582  ;2017;12319;J B DUARTE
0;11.072000000000001;2017;12530;ITAUTEC
0;5.081;2017;12572;RECRUSUL
0;4.786.088.890  ;2017;12653;KLABIN SA
0;192.91;2017;12696;SANSUY
0;18.595;2017;12823;ALIPERTI
0;46.1;2017;1325;MERC BRASIL
0;10.582;2017;13285;JOSAPAR
0;11.900.000  ;2017;13366;HAGA SA
0;4.97;2017;13471;PLASCAR PART
0;7.1;2017;13765;MINUPAR
0;158.489;2017;13773;PORTOBELLO
0;57.736999999999995;2017;13781;SAO CARLOS
0;88.930.584  ;2017;1384;ALFA INVEST
0;1.105.826  ;2017;13986;SUZANO S.A
0;345.776;2017;14109;RANDON PART
0;5.287000000000001;2017;14133;TECTOY
0;36.304;2017;14206;BRB BANCO
0;273.655.375  ;2017;14311;COPEL
0;1.253.079.108  ;2017;14320;USIMINAS
0;1.502.786  ;2017;14346;WHIRLPOOL
0;14.416.383  ;2017;14451;CEB
0;399.74300000000005;2017;14460;CYRELA REALT
0;63.816.925  ;2017;14664;SCHULZ
0;161.844;2017;14761;CIA HERING
0;266.579;2017;14826;P.ACUCAR-CBD
0;275.514;2017;15091;LITEL
0;1.600.000  ;2017;1520;BARDELLA
0;1.729.827  ;2017;15253;ENERGISA
0;20.898000000000003;2017;15423;ATOMPAR
0;15.359000000000002;2017;15458;BATTISTELLA
0;1.154.167  ;2017;15539;NEOENERGIA
0;9.800.000  ;2017;1562;BAUMER
0;28.04;2017;16101;GAFISA
0;812.473.246  ;2017;16292;BRF SA
0;17.153.337  ;2017;16306;ROSSI RESID
0;1.9;2017;16497;ENCORPAR
0;6.267.569  ;2017;16632;GPC PART
0;323.293;2017;16659;PORTO SEGURO
0;454.75;2017;1694;BIC MONARK
0;36.946999999999996;2017;16993;EMAE
0;652.742.192  ;2017;17329;ENGIE BRASIL
0;1.559.015.898  ;2017;17450;RUMO S.A
0;50.612.981  ;2017;17558;SELECTPART
0;2.421.032.479  ;2017;17639;TIM PART SA
0;1.690.985  ;2017;17671;TELEF BRASIL
0;666.318;2017;17892;SANTOS BRP
0;6.4879999999999995;2017;17914;MMX MINER
0;1.640.526.448  ;2017;17973;KROTON
0;41.648999999999994;2017;18287;CIBRASEC
0;94.43299999999999;2017;18368;GER PARANAP
0;164.720.826  ;2017;18376;TRAN PAULIST
0;16.344;2017;18414;IDEIASNET
0;556.405.096  ;2017;18465;ULTRAPAR
0;1.017.914.746  ;2017;18660;CPFL ENERGIA
0;12.850.278  ;2017;18708;PAR AL BAHIA
0;349.548;2017;18724;BRADESPAR
0;429.171.372  ;2017;18775;INVEPAR
0;2.020.000.000  ;2017;18821;CCR SA
0;205.492.020  ;2017;18953;CPFL GERACAO
0;1.967.286  ;2017;18970;AES TIETE E
0;1.292.376.890  ;2017;19062;AGPART
0;4.185.596  ;2017;19100;LIQ
0;35.309;2017;19305;BIOMM
0;176.0;2017;19330;TRIUNFO PART
0;6.550.514  ;2017;19348;ITAUUNIBANCO
0;114.633.427  ;2017;19437;AGCONCESSOES
0;126.751;2017;19445;COPASA
0;558.6990000000001;2017;19453;ECORODOVIAS
0;431.23900000000003;2017;19550;NATURA
0;3.129.582.142  ;2017;19569;GOL
0;300.72;2017;19615;GRENDENE
0;311.891.942  ;2017;19623;DASA
0;11.942;2017;19658;POMIFRUTAS
