;QtdAcoes;ano;cvm;empresa_descr
0;667.1489999999999;2017;19739;LOCALIZA
0;606.165;2017;19763;ENERGIAS BR
0;407.904.353  ;2017;19836;COSAN
0;203.934.060  ;2017;19879;LIGHT SA
0;872.533;2017;19909;BR MALLS PAR
0;407.135;2017;19925;BR PROPERT
0;165.637.727  ;2017;19992;TOTVS
0;198.743.467  ;2017;20010;EQUATORIAL
0;71.225;2017;20028;VALID
0;9.393.834  ;2017;20060;LUPATECH
0;740.465;2017;20087;EMBRAER
0;531.294.792  ;2017;20125;ODONTOPREV
0;17.012.293  ;2017;20184;CCX CARVAO
0;1.033.497  ;2017;20257;TAESA
0;2.896.785  ;2017;20320;CEMIG GT
0;339.000.000  ;2017;20338;M.DIASBRANCO
0;76.31;2017;20346;PROFARMA
0;17.914;2017;20354;TERRA SANTA
0;87.8;2017;20362;POSITIVO TEC
0;125.14299999999999;2017;20370;LOPES BRASIL
0;331.19199999999995;2017;20435;TECNISA
0;43.77;2017;20451;RNI
0;49.192;2017;20478;PDG REALT
0;176.611.578  ;2017;20494;IGUATEMI
0;225.000.000  ;2017;20524;EVEN
0;7.486.841  ;2017;20532;SANTANDER BR
0;503.351.271  ;2017;20540;CPFL RENOVAV
0;121.172.024  ;2017;20567;PINE
0;2.728.747.412  ;2017;20575;JBS
0;525.661.247  ;2017;20605;JHSF PART
0;4.106.754  ;2017;20613;METALFRIO
0;48.443.062  ;2017;20630;CR2
0;4.301;2017;20702;VIVER
0;23.357;2017;20710;LOG-IN
0;98.897.500  ;2017;20745;SLC AGRICOLA
0;165.001.783  ;2017;20770;EZTEC
0;621.279.822  ;2017;20788;MARFRIG
0;66.002.915  ;2017;20800;TEGMA
0;457.913;2017;20877;HELBOR
0;152.527.251  ;2017;20885;INDUSVAL
0;444.139;2017;20915;MRV
0;229.860.259  ;2017;20931;MINERVA
0;196.554.847  ;2017;20958;ABC BRASIL
0;50.0;2017;20966;SPRINGS
0;200.253.625  ;2017;20982;MULTIPLAN
0;453.723.681  ;2017;20990;B2W DIGITAL
0;69.435.699  ;2017;21008;GENERALSHOPP
0;3.855;2017;2100;CAMBUCI
0;309.434;2017;21016;ESTACIO PART
0;267.469;2017;21032;ALGAR TELEC
0;119.664;2017;21040;CYRE COM-CCP
0;691.785;2017;21091;DURATEX
0;1.182.461.903  ;2017;21121;SUL AMERICA
0;73.059;2017;21130;TRISUL
0;54.035;2017;21148;TENDA
0;21.831999999999997;2017;21156;J.MACEDO
0;255.903;2017;21180;BR BROKERS
0;929.040.163  ;2017;21199;BANCO PAN
0;314.99;2017;21237;ENEVA
0;202.735.921  ;2017;21300;ALIANSCE
0;127.944;2017;21334;NUTRIPLANT
0;3.148.038  ;2017;21342;OSX BRASIL
0;153.398.749  ;2017;21350;DIRECIONAL
0;32.774;2017;21393;CELGPAR
0;632.238.060  ;2017;21431;HYPERA
0;51.601000000000006;2017;21440;LE LIS BLANC
0;879.111.269  ;2017;21490;ALUPAR
0;54.54;2017;21555;UNIDAS
0;2.059.138.490  ;2017;21610;B3
0;417.197.244  ;2017;21636;RENOVA
0;43.958999999999996;2017;21717;TARPON INV
0;7.562.598  ;2017;21725;ADVANCED-DH
0;2.716.815.061  ;2017;21733;CIELO
0;315.312.192  ;2017;21881;FLEURY
0;696.715;2017;21903;ECON
0;202.500.000  ;2017;22020;JSL
0;204.08599999999998;2017;22055;LOJAS MARISA
0;13.191.932  ;2017;22187;PETRORIO
0;7.668.764  ;2017;22217;ALPER S.A
0;89.766;2017;22349;AREZZO CO
0;76.423.831  ;2017;22357;SIERRABRASIL
0;265.806.905  ;2017;22365;ENAUTA PART
0;67.501;2017;22454;TIME FOR FUN
0;190.591.464  ;2017;22470;MAGAZ LUIZA
0;288.967.088  ;2017;22497;QUALICORP
0;113.081.127  ;2017;22500;BR PHARMA
0;78.506.215  ;2017;22519;TECHNOS
0;262.128.900  ;2017;22551;SOMOS EDUCA
0;143.347.224  ;2017;22594;STATKRAFT
0;2.681.601.772  ;2017;22616;BTGP BANCO
0;82.469.138  ;2017;22691;LOCAMERICA
0;66.086.364  ;2017;22780;UNICASA
0;11.787.203  ;2017;22799;SINQIA
0;574.438.888  ;2017;22942;MGI PARTICIP
0;166.110.342  ;2017;23035;LINX
0;2.000.000.000  ;2017;23159;BBSEGURIDADE
0;129.436.505  ;2017;23175;IGUA SA
0;138.812.000  ;2017;23221;SER EDUCA
0;80.944.571  ;2017;23248;ANIMA
0;15.717.615  ;2017;23264;AMBEV SA
0;64.977;2017;23272;LOG COM PROP
0;87.163.450  ;2017;23280;OURO VERDE
0;830.919;2017;23302;QUALITY SOFT
0;141.700.212  ;2017;23310;CVC BRASIL
0;117.8;2017;23426;OMEGA GER
0;85.115.479  ;2017;23434;LIBRA T RIO
0;463.224.241  ;2017;23485;COSAN LOG
0;2.665.444.020  ;2017;23493;DOMMO
0;53.949.006  ;2017;23507;OUROFINO SA
0;166.531.600  ;2017;23574;IMC SA
0;159.907.282  ;2017;23590;WIZ S.A
0;52.508.296  ;2017;23710;BR HOME
0;129.957.439  ;2017;23817;BRQ
0;213.491.586  ;2017;23825;MOVIDA
0;19.417.644  ;2017;23965;CINESYSTEM
0;118.292.816  ;2017;24058;ALLIAR
0;130.909;2017;24090;IHPARDINI
0;1.250.615.778  ;2017;24112;AZUL
0;1.980.958.942  ;2017;24171;CARREFOUR BR
0;310.415.400  ;2017;24180;IRBBRASIL RE
0;297.498.383  ;2017;24201;STARA
0;93.708.314  ;2017;24236;PRINER
0;123.856.953  ;2017;24252;SMILES
0;14.61;2017;24260;SMART FIT
0;1.165.000  ;2017;24295;PETROBRAS BR
0;166.72;2017;2429;CELUL IRANI
0;222.278.169  ;2017;24317;BK BRASIL
0;3.248;2017;24350;FLEX SA
0;1.352.634.100  ;2017;2437;ELETROBRAS
0;467.591.549  ;2017;24384;INTERMEDICA
0;560.000.000  ;2017;24392;HAPVIDA
0;11.898.056  ;2017;24406;BANCO INTER
0;1.258.842  ;2017;2453;CEMIG
0;4.142.526  ;2017;24546;PRATICA
0;38.571;2017;2461;CELESC
0;27.581.083  ;2017;24660;BBMLOGISTICA
0;88.320.000  ;2017;3069;FERBASA
0;10.000.000  ;2017;3077;CEDRO
0;7.68;2017;3115;SEG AL BAHIA
0;30.636;2017;3158;COTEMINAS
0;2.057.875  ;2017;3190;REDE ENERGIA
0;9.680.746  ;2017;3204;CEEE-GT
0;9.133.687  ;2017;3298;HABITASUL
0;145;2017;3395;IND CATAGUAS
0;6.405;2017;3654;MELHOR SP
0;1.719.658.728  ;2017;3980;GERDAU
0;1.387.524.047  ;2017;4030;SID NACIONAL
0;39.299;2017;4081;SANTANENSE
0;6.205;2017;4146;KARSTEN
0;5.284.475  ;2017;4170;VALE
0;20.915.330  ;2017;4537;GRAZZIOTIN
0;62.400.000  ;2017;4669;GUARARAPES
0;73.646.388  ;2017;4707;ALFA CONSORC
0;372.119;2017;4723;CONST A LIND
0;797.257.604  ;2017;4820;BRASKEM
0;23.153000000000002;2017;4863;COR RIBEIRO
0;60.516.228  ;2017;5207;DOHLER
0;330.386.000  ;2017;5258;RAIADROGASIL
0;2.480.260  ;2017;5312;MUNDIAL
0;1.614.353.076  ;2017;5410;WEG
0;179.0;2017;5762;ETERNIT
0;92.619;2017;5770;EUCATEX
0;64.688.212  ;2017;6173;FORJA TAURUS
0;217.56599999999997;2017;6211;FRAS-LE
0;144.178;2017;6343;TUPY
0;1.291.968  ;2017;6505;VIAVAREJO
0;18.372;2017;6700;HOTEIS OTHON
0;12.504.967  ;2017;6815;IGB SA
0;1.171.970  ;2017;701;BAHEMA
0;62.857.647  ;2017;7510;INDS ROMI
0;4.2589999999999995;2017;7544;TEX RENAUX
0;6.337999999999999;2017;7595;INEPAR
0;7.473.630  ;2017;7617;ITAUSA
0;540.261.204  ;2017;7811;JOAO FORTES
0;26.311999999999998;2017;7870;KEPLER WEBER
0;109.745.820  ;2017;80020;GP INVEST
0;71.22;2017;80047;WILSON SONS
0;719.145.237  ;2017;80063;PATAGONIA
0;105.746.080  ;2017;80179;BIOTOSCANA
0;1.597.431.771  ;2017;8087;LOJAS AMERIC
0;713.235;2017;8133;LOJAS RENNER
0;5.196000000000001;2017;8192;TREVISA
0;5.783.212  ;2017;8397;MANGELS INDL
0;808;2017;8427;ESTRELA
0;925.196.009  ;2017;8451;MARCOPOLO
0;128.308.500  ;2017;8575;METAL LEVE
0;982.123.927  ;2017;8656;GERDAU MET
0;87.89200000000001;2017;8672;JEREISSATI
0;9.137.263  ;2017;8753;METISA
0;12.251;2017;8893;MONT ARANHA
0;13.579;2017;9040;NADIR FIGUEI
0;172.92700000000002;2017;9067;SUZANO HOLD
0;6.108.962  ;2017;906;BRADESCO
0;4.559.313  ;2017;9342;DIMED
0;688.933.769  ;2017;9393;PARANAPANEMA
0;17.636;2017;94;PANATLANTICA
0;13.044.497  ;2017;9512;PETROBRAS
0;67.691.629  ;2017;9989;PET MANGUINH
0;2.865.417.020  ;2018;1023;BRASIL
0;470.449.777  ;2018;10456;ALPARGATAS
0;26.701999999999998;2018;10472;SARAIVA LIVR
0;2.431;2018;10880;SONDOTECNICA
0;36.414.670  ;2018;11070;WLM IND COM
0;6.62;2018;11207;TECNOSOLO
0;503;2018;11223;TEKA
0;2.948;2018;11231;TEKNO
0;2.455.974  ;2018;11312;OI
0;315.91200000000003;2018;1155;BANESTES
0;91.146;2018;11592;UNIPAR
0;245.75599999999997;2018;11762;VULCABRAS
0;150.575;2018;11932;IOCHP-MAXION
0;2.0580000000000003;2018;11991;WETZEL SA
0;408.974;2018;1210;BANRISUL
0;54.065;2018;12190;BOMBRIL
0;11.072000000000001;2018;12530;ITAUTEC
0;5.081;2018;12572;RECRUSUL
0;5.409.801.840  ;2018;12653;KLABIN SA
0;192.91;2018;12696;SANSUY
0;18.595;2018;12823;ALIPERTI
0;52.416000000000004;2018;1325;MERC BRASIL
0;10.582;2018;13285;JOSAPAR
0;11.900.000  ;2018;13366;HAGA SA
0;4.97;2018;13471;PLASCAR PART
0;7.1;2018;13765;MINUPAR
0;158.489;2018;13773;PORTOBELLO
0;57.736999999999995;2018;13781;SAO CARLOS
0;88.600.584  ;2018;1384;ALFA INVEST
0;1.105.826  ;2018;13986;SUZANO S.A
0;345.776;2018;14109;RANDON PART
0;30.064;2018;14133;TECTOY
0;273.655.375  ;2018;14311;COPEL
0;1.253.079.108  ;2018;14320;USIMINAS
0;1.502.786  ;2018;14346;WHIRLPOOL
0;14.416.383  ;2018;14451;CEB
0;399.815;2018;14460;CYRELA REALT
0;89.343.695  ;2018;14664;SCHULZ
0;161.844;2018;14761;CIA HERING
0;266.845;2018;14826;P.ACUCAR-CBD
0;275.514;2018;15091;LITEL
0;1.600.000  ;2018;1520;BARDELLA
0;1.814.561.910  ;2018;15253;ENERGISA
0;20.898000000000003;2018;15423;ATOMPAR
0;15.359000000000002;2018;15458;BATTISTELLA
0;1.213.797  ;2018;15539;NEOENERGIA
0;9.800.000  ;2018;1562;BAUMER
0;43.728;2018;16101;GAFISA
0;812.473.246  ;2018;16292;BRF SA
0;17.153.337  ;2018;16306;ROSSI RESID
0;1.9;2018;16497;ENCORPAR
0;6.267.569  ;2018;16632;GPC PART
0;323.293;2018;16659;PORTO SEGURO
0;36.946999999999996;2018;16993;EMAE
0;815.927.740  ;2018;17329;ENGIE BRASIL
0;1.559.015.898  ;2018;17450;RUMO S.A
0;2.421.032.479  ;2018;17639;TIM PART SA
0;1.690.985  ;2018;17671;TELEF BRASIL
0;666.318;2018;17892;SANTOS BRP
0;6.4879999999999995;2018;17914;MMX MINER
0;1.644.248.206  ;2018;17973;KROTON
0;41.648999999999994;2018;18287;CIBRASEC
0;94.43299999999999;2018;18368;GER PARANAP
0;164.720.826  ;2018;18376;TRAN PAULIST
0;16.344;2018;18414;IDEIASNET
0;556.405.096  ;2018;18465;ULTRAPAR
0;1.017.914.746  ;2018;18660;CPFL ENERGIA
0;12.850.278  ;2018;18708;PAR AL BAHIA
0;348.034;2018;18724;BRADESPAR
0;429.171.372  ;2018;18775;INVEPAR
0;2.020.000.000  ;2018;18821;CCR SA
0;205.492.020  ;2018;18953;CPFL GERACAO
0;1.967.385  ;2018;18970;AES TIETE E
0;1.292.396.406  ;2018;19062;AGPART
0;15.727.661  ;2018;19100;LIQ
0;47.782.714  ;2018;19305;BIOMM
0;9.804.135  ;2018;19348;ITAUUNIBANCO
0;126.751;2018;19445;COPASA
0;558.6990000000001;2018;19453;ECORODOVIAS
0;431.23900000000003;2018;19550;NATURA
0;3.131.226.450  ;2018;19569;GOL
0;902.16;2018;19615;GRENDENE
0;311.816.941  ;2018;19623;DASA
0;12.005999999999998;2018;19658;POMIFRUTAS
0;667.1489999999999;2018;19739;LOCALIZA
0;606.248;2018;19763;ENERGIAS BR
0;407.904.353  ;2018;19836;COSAN
0;203.934.060  ;2018;19879;LIGHT SA
0;871.8660000000001;2018;19909;BR MALLS PAR
0;407.135;2018;19925;BR PROPERT
0;165.637.727  ;2018;19992;TOTVS
0;198.769.717  ;2018;20010;EQUATORIAL
0;71.225;2018;20028;VALID
0;16.222.745  ;2018;20060;LUPATECH
0;740.765;2018;20087;EMBRAER
0;531.294.792  ;2018;20125;ODONTOPREV
0;1.701.229  ;2018;20184;CCX CARVAO
0;1.033.497  ;2018;20257;TAESA
0;2.896.785  ;2018;20320;CEMIG GT
0;339.000.000  ;2018;20338;M.DIASBRANCO
0;123.81299999999999;2018;20346;PROFARMA
0;17.914;2018;20354;TERRA SANTA
0;87.8;2018;20362;POSITIVO TEC
0;125.663;2018;20370;LOPES BRASIL
0;331.19199999999995;2018;20435;TECNISA
0;43.77;2018;20451;RNI
0;80.669;2018;20478;PDG REALT
0;176.611.578  ;2018;20494;IGUATEMI
0;217.000.000  ;2018;20524;EVEN
0;7.471.897  ;2018;20532;SANTANDER BR
0;503.811.489  ;2018;20540;CPFL RENOVAV
0;121.172.024  ;2018;20567;PINE
0;2.728.747.412  ;2018;20575;JBS
0;526.383.839  ;2018;20605;JHSF PART
0;4.106.754  ;2018;20613;METALFRIO
0;48.443.062  ;2018;20630;CR2
0;445.395;2018;20702;VIVER
0;38.075;2018;20710;LOG-IN
0;95.297.500  ;2018;20745;SLC AGRICOLA
0;165.001.783  ;2018;20770;EZTEC
0;621.279.822  ;2018;20788;MARFRIG
0;66.002.915  ;2018;20800;TEGMA
0;457.913;2018;20877;HELBOR
0;152.527.251  ;2018;20885;INDUSVAL
0;444.139;2018;20915;MRV
0;376.687.157  ;2018;20931;MINERVA
0;211.132.950  ;2018;20958;ABC BRASIL
0;50.0;2018;20966;SPRINGS
0;600.760.875  ;2018;20982;MULTIPLAN
0;457.280.804  ;2018;20990;B2W DIGITAL
0;69.435.699  ;2018;21008;GENERALSHOPP
0;3.855;2018;2100;CAMBUCI
0;309.089;2018;21016;ESTACIO PART
0;295.02;2018;21032;ALGAR TELEC
0;119.664;2018;21040;CYRE COM-CCP
0;691.785;2018;21091;DURATEX
0;1.182.461.903  ;2018;21121;SUL AMERICA
0;146.118;2018;21130;TRISUL
0;52.081;2018;21148;TENDA
0;21.831999999999997;2018;21156;J.MACEDO
0;36.278;2018;21180;BR BROKERS
0;1.141.806.121  ;2018;21199;BANCO PAN
0;314.99;2018;21237;ENEVA
0;202.735.921  ;2018;21300;ALIANSCE
0;127.944;2018;21334;NUTRIPLANT
0;3.148.038  ;2018;21342;OSX BRASIL
0;153.398.749  ;2018;21350;DIRECIONAL
0;32.774;2018;21393;CELGPAR
0;632.238.060  ;2018;21431;HYPERA
0;51.601000000000006;2018;21440;LE LIS BLANC
0;879.111.269  ;2018;21490;ALUPAR
0;54.540.394  ;2018;21555;UNIDAS
0;2.059.138.490  ;2018;21610;B3
0;41.719.724  ;2018;21636;RENOVA
0;45.299;2018;21717;TARPON INV
0;7.563;2018;21725;ADVANCED-DH
0;2.716.815.061  ;2018;21733;CIELO
0;316.113.442  ;2018;21881;FLEURY
0;696.715;2018;21903;ECON
0;205.114.532  ;2018;22020;JSL
0;204.08599999999998;2018;22055;LOJAS MARISA
0;13.336.517  ;2018;22187;PETRORIO
0;7.678.388  ;2018;22217;ALPER S.A
0;90.303;2018;22349;AREZZO CO
0;76.423.831  ;2018;22357;SIERRABRASIL
0;265.806.905  ;2018;22365;ENAUTA PART
0;67.501;2018;22454;TIME FOR FUN
0;190.591.464  ;2018;22470;MAGAZ LUIZA
0;283.176.825  ;2018;22497;QUALICORP
0;113.081.127  ;2018;22500;BR PHARMA
0;78.506.215  ;2018;22519;TECHNOS
0;262.128.900  ;2018;22551;SOMOS EDUCA
0;218.370.694  ;2018;22594;STATKRAFT
0;2.637.236.572  ;2018;22616;BTGP BANCO
0;147.863.827  ;2018;22691;LOCAMERICA
0;66.086.364  ;2018;22780;UNICASA
0;11.787.203  ;2018;22799;SINQIA
0;574.438.888  ;2018;22942;MGI PARTICIP
0;166.283.382  ;2018;23035;LINX
0;2.000.000.000  ;2018;23159;BBSEGURIDADE
0;169.739.941  ;2018;23175;IGUA SA
0;132.951.860  ;2018;23221;SER EDUCA
0;77.632.254  ;2018;23248;ANIMA
0;15.722.147  ;2018;23264;AMBEV SA
0;69.23;2018;23272;LOG COM PROP
0;830.919;2018;23302;QUALITY SOFT
0;146.511.872  ;2018;23310;CVC BRASIL
0;117.8;2018;23426;OMEGA GER
0;463.224.241  ;2018;23485;COSAN LOG
0;2.700.398.881  ;2018;23493;DOMMO
0;53.949.006  ;2018;23507;OUROFINO SA
0;166.531.600  ;2018;23574;IMC SA
0;159.907.282  ;2018;23590;WIZ S.A
0;1.733.988  ;2018;23612;MAESTROLOC
0;52.633.296  ;2018;23710;BR HOME
0;130.724.698  ;2018;23817;BRQ
0;263.421.014  ;2018;23825;MOVIDA
0;30.969.063  ;2018;23965;CINESYSTEM
0;118.292.816  ;2018;24058;ALLIAR
0;130.97899999999998;2018;24090;IHPARDINI
0;1.255.596.248  ;2018;24112;AZUL
0;1.983.437.967  ;2018;24171;CARREFOUR BR
0;312.000.001  ;2018;24180;IRBBRASIL RE
0;297.498.383  ;2018;24201;STARA
0;104.873.362  ;2018;24236;PRINER
0;124.007.953  ;2018;24252;SMILES
0;18.372;2018;24260;SMART FIT
0;20.260.783  ;2018;24279;INTER SA
0;1.165.000  ;2018;24295;PETROBRAS BR
0;166.72;2018;2429;CELUL IRANI
0;222.525.821  ;2018;24317;BK BRASIL
0;3.248;2018;24350;FLEX SA
0;1.352.634.100  ;2018;2437;ELETROBRAS
0;528.783.790  ;2018;24384;INTERMEDICA
0;671.958.573  ;2018;24392;HAPVIDA
0;101.411.044  ;2018;24406;BANCO INTER
0;1.458.752  ;2018;2453;CEMIG
0;3.728.273  ;2018;24546;PRATICA
0;38.571;2018;2461;CELESC
0;36.232.057  ;2018;24660;BBMLOGISTICA
0;153.035.846  ;2018;24694;CENTAURO
0;88.320.000  ;2018;3069;FERBASA
0;10.000.000  ;2018;3077;CEDRO
0;7.68;2018;3115;SEG AL BAHIA
0;30.636;2018;3158;COTEMINAS
0;2.057.874.630  ;2018;3190;REDE ENERGIA
0;9.680.746  ;2018;3204;CEEE-GT
0;9.133.687  ;2018;3298;HABITASUL
0;145;2018;3395;IND CATAGUAS
0;6.405;2018;3654;MELHOR SP
0;1.719.658.728  ;2018;3980;GERDAU
0;1.387.524.047  ;2018;4030;SID NACIONAL
0;39.299;2018;4081;SANTANENSE
0;6.205;2018;4146;KARSTEN
0;5.284.475  ;2018;4170;VALE
0;20.213.506  ;2018;4537;GRAZZIOTIN
0;62.400.000  ;2018;4669;GUARARAPES
0;73.646.388  ;2018;4707;ALFA CONSORC
0;372.119;2018;4723;CONST A LIND
0;797.218.554  ;2018;4820;BRASKEM
0;23.153000000000002;2018;4863;COR RIBEIRO
0;60.516.228  ;2018;5207;DOHLER
0;330.386.000  ;2018;5258;RAIADROGASIL
0;2.480.260  ;2018;5312;MUNDIAL
0;22.5;2018;5380;ACO ALTONA
0;2.098.658.999  ;2018;5410;WEG
0;29.833000000000002;2018;5762;ETERNIT
0;92.619;2018;5770;EUCATEX
0;74.862.626  ;2018;6173;FORJA TAURUS
0;217.56599999999997;2018;6211;FRAS-LE
0;144.178;2018;6343;TUPY
0;1.294.003  ;2018;6505;VIAVAREJO
0;18.372;2018;6700;HOTEIS OTHON
0;12.504.967  ;2018;6815;IGB SA
0;1.171.970  ;2018;701;BAHEMA
0;62.857.647  ;2018;7510;INDS ROMI
0;4.2589999999999995;2018;7544;TEX RENAUX
0;8.410.698  ;2018;7617;ITAUSA
0;26.311999999999998;2018;7870;KEPLER WEBER
0;109.745.820  ;2018;80020;GP INVEST
0;71.244;2018;80047;WILSON SONS
0;719.145.237  ;2018;80063;PATAGONIA
0;106.622.306  ;2018;80179;BIOTOSCANA
0;1.600.653.964  ;2018;8087;LOJAS AMERIC
0;720.0239999999999;2018;8133;LOJAS RENNER
0;5.196000000000001;2018;8192;TREVISA
0;5.741.112  ;2018;8397;MANGELS INDL
0;808;2018;8427;ESTRELA
0;925.196.009  ;2018;8451;MARCOPOLO
0;128.308.500  ;2018;8575;METAL LEVE
0;985.679.647  ;2018;8656;GERDAU MET
0;87.889;2018;8672;JEREISSATI
0;9.137.263  ;2018;8753;METISA
0;12.251.221  ;2018;8893;MONT ARANHA
0;13.579;2018;9040;NADIR FIGUEI
0;172.92700000000002;2018;9067;SUZANO HOLD
0;6.719.858  ;2018;906;BRADESCO
0;4.542.313  ;2018;9342;DIMED
0;692.370.186  ;2018;9393;PARANAPANEMA
0;17.839000000000002;2018;94;PANATLANTICA
0;13.044.497  ;2018;9512;PETROBRAS
