;Volume;ano;cvm;empresa_descr
0;188.976.682;2013;4707;CONSORCIO ALFA DE ADMINISTRACAO S.A
0;171;2013;4723;CONSTRUTORA ADOLPHO LINDENBERG S.A
0;1.718.631;2013;4820;BRASKEM
0;188.976.682;2013;4863;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA
0;651;2013;5207;DOHLER
0;188.976.682;2013;5258;RAIA DROGASIL S.A
0;11.539000000000001;2013;5312;MUNDIAL S.A. - PRODUTOS DE CONSUMO
0;188.976.682;2013;5410;WEG S.A
0;82.01299999999999;2013;5762;ETERNIT
0;34.341;2013;5770;EUCATEX
0;188.976.682;2013;6173;TAURUS ARMAS S.A
0;3.234;2013;6211;FRAS-LE S.A
0;32.830999999999996;2013;6343;TUPY
0;188.976.682;2013;6505;VIA VAREJO S.A
0;2.2319999999999998;2013;6700;HOTEIS OTHON
0;9.984;2013;6815;IGB ELETR
0;870;2013;701;BAHEMA S.A
0;14.992;2013;7510;INDUSTRIAS ROMI S.A
0;188.976.682;2013;7544;TEXTIL RENAUXVIEW S.A
0;48.38;2013;7595;INEPAR S.A. INDUSTRIA E CONSTRUCOES
0;4.626.451;2013;7617;ITAUSA
0;188.976.682;2013;7811;JOAO FORTES
0;43.848;2013;7870;KEPLER WEBER
0;52.401;2013;80020;GP INVEST
0;7.061;2013;80047;WILSON SONS
0;188.976.682;2013;80063;PATAGONIA
0;188.976.682;2013;80152;PPLA
0;1.800.612;2013;8087;LOJAS AMERIC
0;1.005.856;2013;8133;LOJAS RENNER
0;28;2013;8192;TREVISA
0;188.976.682;2013;8397;MANGELS INDUSTRIAL S.A
0;3.207;2013;8427;ESTRELA
0;1.117.040;2013;8451;MARCOPOLO S.A
0;173.351;2013;8575;METAL LEVE
0;1.178.576;2013;8656;METALURGICA GERDAU S.A
0;188.976.682;2013;8672;JEREISSATI PARTICIPACOES S.A
0;1.56;2013;8753;METISA
0;150;2013;8893;MONTEIRO ARANHA S.A
0;103;2013;9040;NADIR FIGUEI
0;188.976.682;2013;9067;SUZANO HOLD
0;6.213.336;2013;906;BCO BRADESCO S.A
0;2.151;2013;9342;DIMED
0;265.298;2013;9393;PARANAPANEMA S.A
0;157;2013;94;PANATLANTICA
0;22.288.316;2013;9512;PETROLEO BRASILEIRO S.A. PETROBRAS
0;37.879;2013;9989;REFINARIA DE PETROLEOS MANGUINHOS S.A
0;5.168.957;2014;1023;BCO BRASIL S.A
0;199.084.666;2014;10456;ALPARGATAS
0;116.616;2014;10472;SARAIVA LIVR
0;363;2014;10880;SONDOTECNICA
0;199.084.666;2014;10960;SPRINGER
0;199.084.666;2014;11070;WLM PART. E
0;47.053999999999995;2014;11207;TECNOSOLO
0;8.93;2014;11223;TEKA
0;177;2014;11231;TEKNO
0;12.465;2014;11258;TELEC BRASILEIRAS S.A. TELEBRAS
0;3.963.015;2014;11312;OI S.A
0;199.084.666;2014;11398;CRISTAL PIGMENTOS DO BRASIL S.A
0;4.43;2014;1155;BANESTES S.A. - BCO EST ESPIRITO SANTO
0;2.136;2014;11762;VULCABRAS
0;302.503;2014;11932;IOCHPE MAXION S.A
0;199.084.666;2014;11975;AZEVEDO
0;1.272;2014;11991;WETZEL S.A
0;869.285;2014;1210;BCO ESTADO DO RIO GRANDE DO SUL S.A
0;199.084.666;2014;12190;BOMBRIL S.A
0;248;2014;12530;ITAUTEC
0;13.414000000000001;2014;12572;RECRUSUL
0;1.842.034;2014;12653;KLABIN S.A
0;2.2030000000000003;2014;12696;SANSUY S.A. INDUSTRIA DE PLASTICOS
0;6;2014;12823;ALIPERTI
0;1.038;2014;1325;BCO MERCANTIL DO BRASIL S.A
0;110;2014;13285;JOSAPAR
0;2.233;2014;13366;HAGA S.A. INDUSTRIA E COMERCIO
0;5.919;2014;13471;PLASCAR PARTICIPACOES INDUSTRIAIS S.A
0;9.868;2014;13765;MINUPAR
0;22.343000000000004;2014;13773;PBG
0;20.267;2014;13781;SAO CARLOS
0;1.4069999999999998;2014;1384;BCO ALFA DE INVESTIMENTO S.A
0;2.824.235;2014;13986;SUZANO S.A
0;795.7489999999999;2014;14109;RANDON S.A. IMPLEMENTOS E PARTICIPACOES
0;7.856;2014;14133;TEC TOY S.A
0;199.084.666;2014;14206;BRB BCO DE BRASILIA S.A
0;199.084.666;2014;14311;COPEL
0;3.593.143;2014;14320;USIMINAS
0;6.702999999999999;2014;14346;WHIRLPOOL
0;199.084.666;2014;14451;CIA ENERGETICA DE BRASILIA
0;2.062.399;2014;14460;CYRELA BRAZIL REALTY S.A.EMPREEND E PART
0;199.084.666;2014;14664;SCHULZ
0;1.282.030;2014;14761;CIA HERING
0;969.824;2014;14826;CIA BRASILEIRA DE DISTRIBUICAO
0;199.084.666;2014;15091;LITEL
0;556;2014;1520;BARDELLA
0;199.084.666;2014;15253;ENERGISA S.A
0;199.084.666;2014;15369;FERROVIA CENTRO-ATLANTICA S.A
0;3.0180000000000002;2014;15458;BATTISTELLA
0;199.084.666;2014;15539;NEOENERGIA S.A
0;199.084.666;2014;1562;BAUMER
0;1.690.985;2014;16101;GAFISA S.A
0;2.068.860;2014;16292;BRF S.A
0;199.084.666;2014;16306;ROSSI RESID
0;199.084.666;2014;16497;ENCORPAR
0;4.146;2014;16632;GPC PART
0;619.019;2014;16659;PORTO SEGURO S.A
0;199.084.666;2014;1694;BICICLETAS MONARK S.A
0;199.084.666;2014;16993;EMAE
0;199.084.666;2014;17329;ENGIE BRASIL
0;199.084.666;2014;17450;RUMO S.A
0;199.084.666;2014;17493;CAPITALPART
0;199.084.666;2014;17558;INNCORP S.A
0;2.513.721;2014;17639;TIM PARTICIPACOES S.A
0;1.270.829;2014;17671;TELEF
0;153.939;2014;17892;SANTOS BRASIL PARTICIPACOES S.A
0;199.084.666;2014;17914;MMX MINER
0;199.084.666;2014;17922;BRAZILIAN FINANCE E REAL ESTATE S.A
0;2.763.600;2014;17973;KROTON EDUCACIONAL S.A
0;199.084.666;2014;18376;CTEEP - CIA TRANSMISS
0;43.428999999999995;2014;18414;IDEIASNET
0;1.619.711;2014;18465;ULTRAPAR
0;1.386.579;2014;18660;CPFL ENERGIA S.A
0;106;2014;18708;CIA PARTICIPACOES ALIANCA DA BAHIA
0;1.501.017;2014;18724;BRADESPAR
0;199.084.666;2014;18775;INVEPAR
0;3.250.663;2014;18821;CCR S.A
0;199.084.666;2014;18953;CPFL GERACAO
0;199.084.666;2014;18970;AES TIETE E
0;199.084.666;2014;19062;ANDRADE GUTIERREZ PARTICIPACOES S.A
0;199.084.666;2014;19100;LIQ PARTICIPA
0;716;2014;19305;BIOMM
0;83.177;2014;19330;TPI - TRIUNFO PARTICIP. E INVEST. S.A
0;7.009.552;2014;19348;ITAU UNIBANCO HOLDING S.A
0;199.084.666;2014;19437;ANDRADE GUTIERREZ CONCESSOES S.A
0;354.869;2014;19445;COPASA
0;199.084.666;2014;19453;ECORODOVIAS INFRAESTRUTURA E LOGSTICA S.A
0;1.239.105;2014;19550;NATURA
0;1.028.060;2014;19569;GOL LINHAS AEREAS INTELIGENTES S.A
0;199.084.666;2014;19615;GRENDENE
0;123.381;2014;19623;DASA
0;199.084.666;2014;19658;POMIFRUTAS
0;1.088.714;2014;19739;LOCALIZA
0;1.694.823;2014;19763;EDP - ENERGIAS DO BRASIL S.A
0;1.340.855;2014;19836;COSAN S.A
0;867.319;2014;19879;LIGHT S.A
0;2.164.051;2014;19909;BR MALLS PARTICIPACOES S.A
0;1.465.433;2014;19925;BR PROPERTIES S.A
0;199.084.666;2014;19992;TOTVS
0;693.194;2014;20010;EQUATORIAL
0;409.13599999999997;2014;20028;VALID SOLUCOES S.A
0;88.521;2014;20060;LUPATECH
0;1.742.777;2014;20087;EMBRAER
0;199.084.666;2014;20125;ODONTOPREV
0;83.944;2014;20184;CCX CARV
0;584.589;2014;20257;TRANSMISSORA ALIAN
0;199.084.666;2014;20338;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS
0;199.084.666;2014;20346;PROFARMA
0;199.084.666;2014;20354;TERRA SANTA AGRO S.A
0;95.06700000000001;2014;20362;POSITIVO TEC
0;207.804;2014;20370;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A
0;199.084.666;2014;20435;TECNISA
0;31.261999999999997;2014;20451;RNI NEG
0;2.061.242;2014;20478;PDG REALT
0;199.084.666;2014;20494;IGUATEMI
0;199.084.666;2014;20524;EVEN CONSTRUTORA E INCORPORADORA S.A
0;199.084.666;2014;20532;BCO SANTANDER (BRASIL) S.A
0;199.084.666;2014;20540;CPFL ENERGIAS RENOV
0;29.513;2014;20567;PINE
0;199.084.666;2014;20575;JBS
0;156.991;2014;20605;JHSF PART
0;6.171;2014;20613;METALFRIO
0;1.338;2014;20630;CR2
0;31.398000000000003;2014;20702;VIVER
0;112.65100000000001;2014;20710;LOG-IN
0;199.084.666;2014;20745;SLC AGRICOLA
0;506.923;2014;20770;EZ TEC EMPREEND. E PARTICIPACOES S.A
0;199.084.666;2014;20788;MARFRIG
0;180.645;2014;20800;TEGMA
0;199.084.666;2014;20877;HELBOR
0;3.861;2014;20885;INDUSVAL
0;2.295.105;2014;20915;MRV
0;654.234;2014;20931;MINERVA
0;201.59900000000002;2014;20958;ABC BRASIL
0;9.994;2014;20966;SPRINGS
0;199.084.666;2014;20982;MULTIPLAN
0;415.353;2014;20990;B2W - COMPANHIA DIGITAL
0;1.479;2014;2100;CAMBUCI
0;2.525.593;2014;21016;ESTACIO PART
0;199.084.666;2014;21032;ALGAR TELECOM S
0;199.084.666;2014;21040;CYRELA COMMERCIAL PROPERT S.A. EMPR PART
0;1.469.181;2014;21091;DURATEX S.A
0;811.949;2014;21121;SUL AMERICA S.A
0;5.34;2014;21130;TRISUL
0;199.084.666;2014;21156;J. MACEDO S.A
0;465.31300000000005;2014;21180;BRASIL BROKERS PARTICIPACOES S.A
0;199.084.666;2014;21199;BCO PAN S.A
0;473.51300000000003;2014;21237;ENEVA S.A
0;326.316;2014;21300;ALIANSCE
0;199.084.666;2014;21334;NUTRIPLANT
0;139.013;2014;21342;OSX BRASIL
0;483.06300000000005;2014;21350;DIRECIONAL
0;32;2014;21393;CELGPAR
0;1.986.748;2014;21431;HYPERA
0;90.61399999999999;2014;21440;RESTOQUE COM
0;199.084.666;2014;21490;ALUPAR
0;199.084.666;2014;21555;UNIDAS S.A
0;5.782.324;2014;21610;B3 S.A. - BRASIL
0;199.084.666;2014;21636;RENOVA ENERGIA S.A
0;4.64;2014;21717;TARPON INV
0;199.084.666;2014;21725;ADVANCED DIGITAL HEALTH MEDICINA PREVENTIVA S.A
0;2.619.219;2014;21733;CIELO
0;199.084.666;2014;21881;FLEURY
0;199.084.666;2014;21903;ECORODOVIAS CONCES
0;113.1;2014;22020;JSL
0;201.33700000000002;2014;22055;MARISA LOJAS S.A
0;199.084.666;2014;22187;PETRO RIO S.A
0;199.084.666;2014;22217;ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A
0;139.246;2014;22349;AREZZO IND
0;65.705;2014;22357;SONAE SIERRA BRASIL S.A
0;199.084.666;2014;22365;ENAUTA PART
0;78.503;2014;22454;T4F ENTRETENIMENTO S.A
0;199.084.666;2014;22470;MAGAZINE LUIZA S.A
0;1.684.315;2014;22497;QUALICORP
0;199.084.666;2014;22500;BRASIL PHARMA S.A
0;49.315;2014;22519;TECHNOS S.A
0;199.084.666;2014;22551;SOMOS EDUCA
0;199.084.666;2014;22594;STATKRAFT
0;199.084.666;2014;22616;BCO BTG PACTUAL S.A
0;45.895;2014;22691;CIA LOCA
0;59.18899999999999;2014;22780;UNICASA
0;199.084.666;2014;22799;SINQIA
0;199.084.666;2014;22942;MGI - MINAS GERAIS PARTICIPA
0;89.29799999999999;2014;23035;LINX
0;3.302.982;2014;23159;BB SEGURIDADE PARTICIPA
0;199.084.666;2014;23175;IGUA SANEAMENTO S.A
0;305.877;2014;23221;SER EDUCA
0;205.952;2014;23248;ANIMA HOLDING S.A
0;5.949.604;2014;23264;AMBEV S.A
0;199.084.666;2014;23280;OURO VERDE
0;159.241;2014;23310;CVC BRASIL
0;199.084.666;2014;23434;LIBRA TERMINAL RIO S.A
0;258.045;2014;23485;COSAN LOG
0;199.084.666;2014;23493;DOMMO ENERGIA S.A
0;199.084.666;2014;23507;OURO FINO SAUDE ANIMAL PARTICIPACOES S.A
0;1.548;2014;2429;CELULOSE IRANI S.A
0;2.746.423;2014;2437;ELETROBRAS
0;3.055.965;2014;2453;CIA ENERGETICA DE MINAS GERAIS - CEMIG
0;16.477;2014;2461;CENTRAIS ELET DE SANTA CATARINA S.A
0;19.035;2014;3069;FERBASA
0;199.084.666;2014;3077;CEDRO
0;87;2014;3115;CIA SEGUROS ALIANCA DA BAHIA
0;2.238;2014;3158;COTEMINAS
0;199.084.666;2014;3190;REDE ENERGIA
0;279;2014;3204;CEEE-GT
0;199.084.666;2014;3298;HABITASUL
0;199.084.666;2014;3395;CIA INDUSTRIAL CATAGUASES
0;199.084.666;2014;3654;CIA MELHORAMENTOS DE SAO PAULO
0;3.790.178;2014;3980;GERDAU S.A
0;3.070.203;2014;4030;CIA SIDERURGICA NACIONAL
0;929;2014;4081;SANTANENSE
0;199.084.666;2014;4146;KARSTEN
0;16.943.824;2014;4170;VALE S.A
0;7.84;2014;4537;GRAZZIOTIN
0;36.527;2014;4669;GUARARAPES CONFECCOES S.A
0;199.084.666;2014;4707;CONSORCIO ALFA DE ADMINISTRACAO S.A
0;199.084.666;2014;4723;CONSTRUTORA ADOLPHO LINDENBERG S.A
0;1.561.610;2014;4820;BRASKEM
0;199.084.666;2014;4863;CORREA RIBEIRO S.A. COMERCIO E INDUSTRIA
0;199.084.666;2014;5207;DOHLER
0;2.888;2014;5312;MUNDIAL S.A. - PRODUTOS DE CONSUMO
0;647.111;2014;5410;WEG S.A
0;66.684;2014;5762;ETERNIT
0;15.812999999999999;2014;5770;EUCATEX
0;199.084.666;2014;6173;TAURUS ARMAS S.A
0;2.5660000000000003;2014;6211;FRAS-LE S.A
0;199.084.666;2014;6343;TUPY
0;487.837;2014;6505;VIA VAREJO S.A
0;2.964;2014;6700;HOTEIS OTHON
0;199.084.666;2014;6815;IGB ELETR
0;34.124;2014;7510;INDUSTRIAS ROMI S.A
0;199.084.666;2014;7544;TEXTIL RENAUXVIEW S.A
0;199.084.666;2014;7595;INEPAR S.A. INDUSTRIA E CONSTRUCOES
0;5.793.064;2014;7617;ITAUSA
0;677;2014;7811;JOAO FORTES
0;46.847;2014;7870;KEPLER WEBER
0;58.309;2014;80020;GP INVEST
0;11.33;2014;80047;WILSON SONS
0;5;2014;80063;PATAGONIA
0;199.084.666;2014;80152;PPLA
0;2.141.770;2014;8087;LOJAS AMERIC
0;904.5830000000001;2014;8133;LOJAS RENNER
0;30;2014;8192;TREVISA
0;199.084.666;2014;8397;MANGELS INDUSTRIAL S.A
0;3.9339999999999997;2014;8427;ESTRELA
0;199.084.666;2014;8451;MARCOPOLO S.A
0;199.084.666;2014;8575;METAL LEVE
0;1.259.928;2014;8656;METALURGICA GERDAU S.A
0;199.084.666;2014;8672;JEREISSATI PARTICIPACOES S.A
0;199.084.666;2014;8753;METISA
0;199.084.666;2014;8893;MONTEIRO ARANHA S.A
0;199.084.666;2014;9040;NADIR FIGUEI
0;199.084.666;2014;9067;SUZANO HOLD
0;6.888.713;2014;906;BCO BRADESCO S.A
0;2.7039999999999997;2014;9342;DIMED
0;95.613;2014;9393;PARANAPANEMA S.A
0;490;2014;94;PANATLANTICA
0;33.400.715;2014;9512;PETROLEO BRASILEIRO S.A. PETROBRAS
0;199.084.666;2014;9989;REFINARIA DE PETROLEOS MANGUINHOS S.A
0;4.852.850;2015;1023;BCO BRASIL S.A
0;325.434;2015;10456;ALPARGATAS
0;104.646;2015;10472;SARAIVA LIVR
0;194;2015;10880;SONDOTECNICA
0;209.151.727;2015;10960;SPRINGER
0;209.151.727;2015;11070;WLM PART. E
0;54.949;2015;11207;TECNOSOLO
0;4.485;2015;11223;TEKA
0;209.151.727;2015;11231;TEKNO
0;7.4510000000000005;2015;11258;TELEC BRASILEIRAS S.A. TELEBRAS
0;2.313.125;2015;11312;OI S.A
0;707;2015;11398;CRISTAL PIGMENTOS DO BRASIL S.A
0;2.917;2015;1155;BANESTES S.A. - BCO EST ESPIRITO SANTO
0;1.102;2015;11762;VULCABRAS
0;209.151.727;2015;11932;IOCHPE MAXION S.A
0;209.151.727;2015;11975;AZEVEDO
0;496;2015;11991;WETZEL S.A
0;209.151.727;2015;1210;BCO ESTADO DO RIO GRANDE DO SUL S.A
0;575;2015;12190;BOMBRIL S.A
0;6.032;2015;12319;J B DUARTE
0;209.151.727;2015;12530;ITAUTEC
0;7.452000000000001;2015;12572;RECRUSUL
0;209.151.727;2015;12653;KLABIN S.A
0;2.055;2015;12696;SANSUY S.A. INDUSTRIA DE PLASTICOS
0;209.151.727;2015;12823;ALIPERTI
0;209.151.727;2015;1325;BCO MERCANTIL DO BRASIL S.A
0;209.151.727;2015;13285;JOSAPAR
0;3.1060000000000003;2015;13366;HAGA S.A. INDUSTRIA E COMERCIO
0;7.375;2015;13471;PLASCAR PARTICIPACOES INDUSTRIAIS S.A
0;9.203;2015;13765;MINUPAR
0;14.822000000000001;2015;13773;PBG
0;9.367;2015;13781;SAO CARLOS
0;2.505;2015;1384;BCO ALFA DE INVESTIMENTO S.A
0;3.697.466;2015;13986;SUZANO S.A
0;209.151.727;2015;14109;RANDON S.A. IMPLEMENTOS E PARTICIPACOES
0;209.151.727;2015;14133;TEC TOY S.A
0;209.151.727;2015;14206;BRB BCO DE BRASILIA S.A
0;952.368;2015;14311;COPEL
0;2.390.861;2015;14320;USIMINAS
0;9.289;2015;14346;WHIRLPOOL
0;138;2015;14451;CIA ENERGETICA DE BRASILIA
0;1.762.190;2015;14460;CYRELA BRAZIL REALTY S.A.EMPREEND E PART
0;8.447000000000001;2015;14664;SCHULZ
0;945.747;2015;14761;CIA HERING
0;1.524.695;2015;14826;CIA BRASILEIRA DE DISTRIBUICAO
0;209.151.727;2015;15091;LITEL
0;327;2015;1520;BARDELLA
0;1.048;2015;15253;ENERGISA S.A
0;2.352;2015;15458;BATTISTELLA
0;209.151.727;2015;15539;NEOENERGIA S.A
0;209.151.727;2015;1562;BAUMER
0;1.108.612;2015;16101;GAFISA S.A
0;2.661.239;2015;16292;BRF S.A
0;209.151.727;2015;16306;ROSSI RESID
0;209.151.727;2015;16497;ENCORPAR
0;209.151.727;2015;16632;GPC PART
0;775.815;2015;16659;PORTO SEGURO S.A
0;448;2015;1694;BICICLETAS MONARK S.A
0;209.151.727;2015;16993;EMAE
0;209.151.727;2015;17329;ENGIE BRASIL
0;209.151.727;2015;17450;RUMO S.A
0;1;2015;17493;CAPITALPART
0;209.151.727;2015;17558;INNCORP S.A
0;209.151.727;2015;17639;TIM PARTICIPACOES S.A
0;2.186.240;2015;17671;TELEF
0;80.683;2015;17892;SANTOS BRASIL PARTICIPACOES S.A
0;209.151.727;2015;17914;MMX MINER
0;209.151.727;2015;17922;BRAZILIAN FINANCE E REAL ESTATE S.A
0;5.579.103;2015;17973;KROTON EDUCACIONAL S.A
0;237;2015;18368;RIO PARANAPANEMA ENERGIA S.A
0;209.151.727;2015;18376;CTEEP - CIA TRANSMISS
0;209.151.727;2015;18414;IDEIASNET
0;1.670.787;2015;18465;ULTRAPAR
0;1.492.827;2015;18660;CPFL ENERGIA S.A
0;209.151.727;2015;18708;CIA PARTICIPACOES ALIANCA DA BAHIA
0;1.878.440;2015;18724;BRADESPAR
0;209.151.727;2015;18775;INVEPAR
0;3.797.876;2015;18821;CCR S.A
0;209.151.727;2015;18953;CPFL GERACAO
0;209.151.727;2015;19062;ANDRADE GUTIERREZ PARTICIPACOES S.A
0;209.151.727;2015;19100;LIQ PARTICIPA
0;209.151.727;2015;19305;BIOMM
0;61.629;2015;19330;TPI - TRIUNFO PARTICIP. E INVEST. S.A
0;8.782.886;2015;19348;ITAU UNIBANCO HOLDING S.A
0;209.151.727;2015;19437;ANDRADE GUTIERREZ CONCESSOES S.A
0;300.222;2015;19445;COPASA
0;209.151.727;2015;19453;ECORODOVIAS INFRAESTRUTURA E LOGSTICA S.A
0;1.215.015;2015;19550;NATURA
0;209.151.727;2015;19569;GOL LINHAS AEREAS INTELIGENTES S.A
0;345.086;2015;19615;GRENDENE
0;15.047;2015;19623;DASA
0;209.151.727;2015;19658;POMIFRUTAS
0;1.199.449;2015;19739;LOCALIZA
0;209.151.727;2015;19763;EDP - ENERGIAS DO BRASIL S.A
0;1.397.538;2015;19836;COSAN S.A
0;976.45;2015;19879;LIGHT S.A
0;2.325.903;2015;19909;BR MALLS PARTICIPACOES S.A
0;829.985;2015;19925;BR PROPERTIES S.A
0;807.235;2015;19992;TOTVS
0;1.338.857;2015;20010;EQUATORIAL
0;488.092;2015;20028;VALID SOLUCOES S.A
0;209.151.727;2015;20060;LUPATECH
0;1.831.333;2015;20087;EMBRAER
0;209.151.727;2015;20125;ODONTOPREV
0;30.636999999999997;2015;20184;CCX CARV
0;785.6310000000001;2015;20257;TRANSMISSORA ALIAN
0;209.151.727;2015;20338;M.DIAS BRANCO S.A. IND COM DE ALIMENTOS
0;37.455;2015;20346;PROFARMA
0;209.151.727;2015;20354;TERRA SANTA AGRO S.A
0;74.904;2015;20362;POSITIVO TEC
0;209.151.727;2015;20370;LPS BRASIL - CONSULTORIA DE IMOVEIS S.A
0;209.151.727;2015;20435;TECNISA
0;12.584000000000001;2015;20451;RNI NEG
0;775.9110000000001;2015;20478;PDG REALT
0;209.151.727;2015;20494;IGUATEMI
0;1.139.402;2015;20524;EVEN CONSTRUTORA E INCORPORADORA S.A
0;964.132;2015;20532;BCO SANTANDER (BRASIL) S.A
0;209.151.727;2015;20540;CPFL ENERGIAS RENOV
0;20.059;2015;20567;PINE
0;4.837.093;2015;20575;JBS
0;209.151.727;2015;20605;JHSF PART
0;2.738;2015;20613;METALFRIO
0;1.27;2015;20630;CR2
0;10.39;2015;20702;VIVER
0;91.17299999999999;2015;20710;LOG-IN
0;195.301;2015;20745;SLC AGRICOLA
0;209.151.727;2015;20770;EZ TEC EMPREEND. E PARTICIPACOES S.A
0;209.151.727;2015;20788;MARFRIG
0;125.59100000000001;2015;20800;TEGMA
0;209.151.727;2015;20877;HELBOR
0;2.1180000000000003;2015;20885;INDUSVAL
0;209.151.727;2015;20915;MRV
0;765.873;2015;20931;MINERVA
0;229.71400000000003;2015;20958;ABC BRASIL
0;24.230999999999998;2015;20966;SPRINGS
0;1.138.596;2015;20982;MULTIPLAN
0;425.80300000000005;2015;20990;B2W - COMPANHIA DIGITAL
0;14.800999999999998;2015;21008;GENERAL SHOPPING E OUTLETS DO BRASIL S.A
0;209.151.727;2015;2100;CAMBUCI
0;2.135.294;2015;21016;ESTACIO PART
0;209.151.727;2015;21032;ALGAR TELECOM S
0;692;2015;21040;CYRELA COMMERCIAL PROPERT S.A. EMPR PART
0;1.258.274;2015;21091;DURATEX S.A
0;209.151.727;2015;21121;SUL AMERICA S.A
0;3.239;2015;21130;TRISUL
0;209.151.727;2015;21156;J. MACEDO S.A
0;209.151.727;2015;21180;BRASIL BROKERS PARTICIPACOES S.A
0;28.605;2015;21199;BCO PAN S.A
0;209.151.727;2015;21237;ENEVA S.A
0;350.29400000000004;2015;21300;ALIANSCE
0;209.151.727;2015;21334;NUTRIPLANT
0;38.799;2015;21342;OSX BRASIL
0;209.151.727;2015;21350;DIRECIONAL
0;209.151.727;2015;21393;CELGPAR
0;2.311.398;2015;21431;HYPERA
0;78.719;2015;21440;RESTOQUE COM
0;209.151.727;2015;21490;ALUPAR
0;209.151.727;2015;21555;UNIDAS S.A
0;5.425.148;2015;21610;B3 S.A. - BRASIL
